756	Men discussing their feelings in an emotionally healthy way.	US
757	Dead birds everywhere.	US
758	All-you-can-eat shrimp for $8.99.	US
759	My bright pink fuckhole.	US
760	Having sex for the first time.	US
761	An endless stream of diarrhea.	US
762	Getting drugs off the street and into my body.	US
763	German dungeon porn.	US
764	Bingeing and purging.	US
765	Kourtney, Kim, Khloe, Kendall, and Kylie.	US
766	Mouth herpes.	US
767	Seeing what happens when you lock people in a room with hungry seagulls.	US
768	72 virgins.	US
769	Not giving a shit about the Third World.	US
770	Getting cummed on.	US
771	Poor life choices.	US
772	Firing a rifle into the air while balls deep in a squealing hog.	US
773	Opposable thumbs.	US
774	Geese.	US
775	Being fat and stupid.	US
776	Fancy Feast.&reg;	US
777	Serfdom.	US
778	Teaching a robot to love.	US
779	A Super Soaker&trade; full of cat pee.	US
780	NBA superstar LeBron James.	US
781	Child abuse.	US
782	Fucking my sister.	US
783	Natural male enhancement.	US
784	Science.	US
785	<i>The Bachelorette</i> season finale.	US
786	The gays.	US
787	Becoming a blueberry.	US
788	Oprah.	US
789	Three dicks at the same time.	US
790	The wonders of the Orient.	US
791	Puppies!	US
792	An unwanted pregnancy.	US
793	Racially-biased SAT questions.	US
794	The Holy Bible.	US
795	Women of color.	US
796	However much weed $20 can buy.	US
797	Doing crimes.	US
798	A whole thing of butter.	US
799	Having anuses for eyes.	US
800	Silence.	US
801	Lumberjack fantasies.	US
802	My balls on your face.	US
803	Dead parents.	US
804	Barack Obama.	US
805	A snapping turtle biting the tip of your penis.	US
806	A salad for men that's made of metal.	US
807	African children.	US
808	Fading away into nothingness.	US
809	Illegal immigrants.	US
810	Spaghetti? Again?	US
811	The Amish.	US
812	Wizard music.	US
813	The miracle of childbirth.	US
814	Eating a hard boiled egg out of my husband's asshole.	US
815	Selling crack to children.	US
816	Menstrual rage.	US
817	Still being a virgin.	US
818	Mike Pence.	US
819	Shiny objects.	US
820	Giving birth to the Antichrist.	US
821	The entire Mormon Tabernacle Choir.	US
822	The placenta.	US
823	Count Chocula.	US
824	Bees?	US
825	Drinking alone.	US
826	Telling a shitty story that goes nowhere.	US
827	Sunshine and rainbows.	US
828	A little boy who won't shut the fuck up about dinosaurs.	US
829	Finger painting.	US
830	Hobos.	US
831	Natural selection.	US
832	An erection that lasts longer than four hours.	US
833	Bubble butt bottom boys.	US
834	My soul.	US
835	A middle-aged man on roller skates.	US
836	Being a dick to children.	US
837	Mutually assured destruction.	US
838	Eating the last known bison.	US
839	A mopey zoo lion.	US
840	The cool, refreshing taste of Pepsi.&reg;	US
841	Extremely tight pants.	US
842	Queefing.	US
843	A live studio audience.	US
844	An oversized lollipop.	US
845	Nicolas Cage.	US
846	The Rapture.	US
847	Daddy issues.	US
848	Chunks of dead hitchhiker.	US
849	Accepting the way things are.	US
850	The Big Bang.	US
851	Women's suffrage.	US
852	Inappropriate yodeling.	US
853	An older woman who knows her way around the penis.	US
854	Raptor attacks.	US
855	Sex with Patrick Stewart.	US
856	The Patriarchy.	US
857	Free samples.	US
858	My ex-wife.	US
859	The Pope.	US
860	Covering myself with Parmesan cheese and chili flakes because I am pizza.	US
861	White people.	US
862	The unstoppable tide of Islam.	US
863	Unfathomable stupidity.	US
864	A bird that shits human turds.	US
865	Your weird brother.	US
866	Jobs.	US
867	Former President George W. Bush.	US
868	Estrogen.	US
869	Donald J. Trump.	US
870	An AR-15 assault rifle.	US
871	Casually suggesting a threesome.	US
872	David Bowie flying in on a tiger made of lightning.	US
873	Memes.	US
874	A salty surprise.	US
875	Balls.	US
876	The Devil himself.	US
877	Fucking the weatherman on live television.	US
878	The female orgasm.	US
879	Necrophilia.	US
880	The magic of live theatre.	US
881	Some punk kid who stole my turkey sandwich.	US
882	Vomiting seafood and bleeding anally.	US
883	Pulling out.	US
884	Spectacular abs.	US
885	Full frontal nudity.	US
886	A tiny, gay guitar called a ukulele.	US
887	Mansplaining.	US
888	Poorly-timed Holocaust jokes.	US
889	Sweet, sweet vengeance.	US
890	How amazing it is to be on mushrooms.	US
891	Lance Armstrong's missing testicle.	US
892	Hope.	US
893	The screams... the terrible screams.	US
894	Gandhi.	US
895	Only dating Asian women.	US
896	Switching to Geico.&reg;	US
897	Getting fingered.	US
898	Yeast.	US
899	Emotions.	US
900	Crumbs all over the god damn carpet.	US
901	A brain tumor.	US
902	Wet dreams.	US
903	Dark and mysterious forces beyond our control.	US
904	Shaking a baby until it stops crying.	US
905	Being on fire.	US
906	Huge biceps.	US
907	My vagina.	US
908	Bill Nye the Science Guy.	US
909	My inner demons.	US
910	Pooping in a laptop and closing it.	US
911	Battlefield amputations.	US
912	A fetus.	US
913	Strong female characters.	US
914	Dry heaving.	US
915	Tentacle porn.	US
916	The Jews.	US
917	The South.	US
918	Teenage pregnancy.	US
919	A pangender octopus who roams the cosmos in search of love.	US
920	Saying "I love you."	US
921	Doin' it in the butt.	US
922	Synergistic management solutions.	US
923	50,000 volts straight to the nipples.	US
924	Self-loathing.	US
925	Erectile dysfunction.	US
926	Poopy diapers.	US
927	Friction.	US
928	A sassy black woman.	US
929	Liberals.	US
930	Oompa-Loompas.	US
931	Drinking out of the toilet and eating garbage.	US
932	Fragile masculinity.	US
933	Kissing grandma on the forehead and turning off her life support.	US
934	Rap music.	US
935	GoGurt.&reg;	US
936	The true meaning of Christmas.	US
937	A pyramid of severed heads.	US
938	Getting really high.	US
939	Hot cheese.	US
940	Incest.	US
941	Elderly Japanese men.	US
942	Announcing that I am about to cum.	US
943	Invading Poland.	US
944	RoboCop.	US
945	Flying sex snakes.	US
946	Slaughtering innocent civilians.	US
947	Establishing dominance.	US
948	Some guy.	US
949	Girls.	US
950	Italians.	US
951	Shutting up so I can watch the game.	US
952	Jennifer Lawrence.	US
953	Blowing my boyfriend so hard he shits.	US
954	A Mexican.	US
955	The Underground Railroad.	US
956	Penis envy.	US
957	Repression.	US
958	Cards Against Humanity.	US
959	The Hustle.	US
960	Jerking off into a pool of children's tears.	US
961	Heteronormativity.	US
962	A Bop It.&trade;	US
963	Heartwarming orphans.	US
964	The Great Depression.	US
965	A falcon with a cap on its head.	US
966	AXE Body Spray.	US
967	Prescription pain killers.	US
968	Solving problems with violence.	US
969	Gloryholes.	US
970	A homoerotic volleyball montage.	US
971	This month's mass shooting.	US
972	Radical Islamic terrorism.	US
973	Flightless birds.	US
974	A disappointing birthday party.	US
975	Assless chaps.	US
976	Vehicular manslaughter.	US
977	Permanent Orgasm-Face Disorder.	US
978	Boogers.	US
979	The Blood of Christ.	US
980	Cuddling.	US
981	Looking in the mirror, applying lipstick, and whispering "tonight, you will have sex with Tom Cruise."	US
982	Authentic Mexican cuisine.	US
983	The American Dream.	US
984	Pooping back and forth. Forever.	US
985	The Force.	US
986	The only gay person in a hundred miles.	US
987	Ethnic cleansing.	US
988	Exactly what you'd expect.	US
989	Getting crushed by a vending machine.	US
990	A ball of earwax, semen, and toenail clippings.	US
991	Brown people.	US
992	Steve Bannon.	US
993	Diversity.	US
994	Pixelated bukkake.	US
995	Tearing that ass up like wrapping paper on Christmas morning.	US
996	Sideboob.	US
997	Seeing Grandma naked.	US
998	Women in yogurt commercials.	US
999	Arnold Schwarzenegger.	US
1000	The bombing of Nagasaki.	US
1001	Chainsaws for hands.	US
1002	Getting naked and watching Nickelodeon.	US
1003	Fear itself.	US
1004	The Trail of Tears.	US
1005	Swooping.	US
1006	Ghosts.	US
1007	My neck, my back, my pussy, and my crack.	US
1008	God.	US
1009	Nazis.	US
1010	MechaHitler.	US
1011	My collection of Japanese sex toys.	US
1012	One titty hanging out.	US
1013	Crippling debt.	US
1014	Passive aggressive Post-it notes.	US
1015	Whipping it out.	US
1016	Academy Award winner Meryl Streep.	US
1017	Funky fresh rhymes.	US
1018	How bad my daughter fucked up her dance recital.	US
1019	Fellowship in Christ.	US
1020	The violation of our most basic human rights.	US
1021	Coat hanger abortions.	US
1022	Morgan Freeman's voice.	US
1023	Stalin.	US
1024	8 oz. of sweet Mexican black-tar heroin.	US
1025	Old-people smell.	US
1026	Fake tits.	US
1027	Sexual tension.	US
1028	The inevitable heat death of the universe.	US
1029	A fuck-ton of almonds.	US
1030	Muhammad (Peace Be Upon Him).	US
1031	A really cool hat.	US
1032	An octopus giving seven handjobs and smoking a cigarette.	US
1033	These hoes.	US
1034	Listening to her problems without trying to solve them.	US
1035	The Russians.	US
1036	Waking up half-naked in a Denny's parking lot.	US
1037	Murder.	US
1038	A crucifixion.	US
1039	Her Majesty, Queen Elizabeth II.	US
1040	Not wearing pants.	US
1041	Man meat.	US
1042	A gossamer stream of jizz that catches the light as it arcs through the morning air.	US
1043	Lena Dunham.	US
1044	Many bats.	US
1045	Gay conversion therapy.	US
1046	Horse meat.	US
1047	The glass ceiling.	US
1048	Dick pics.	US
1049	Completely unwarranted confidence.	US
1050	One trillion dollars.	US
1051	Some of the best rappers in the game.	US
1052	Black people.	US
1053	Sperm whales.	US
1054	My sex life.	US
1055	Chemical weapons.	US
1056	A Fleshlight.&reg;	US
1057	Pictures of boobs.	US
1058	William Shatner.	US
1059	AIDS.	US
1060	Autocannibalism.	US
1061	A horde of Vikings.	US
1062	Danny DeVito.	US
1063	My abusive boyfriend who really isn't so bad once you get to know him.	US
1064	A three-way with my wife and Shaquille O'Neal.	US
1065	Fiery poops.	US
1066	Lunchables.&trade;	US
1067	Meth.	US
1068	Soup that is too hot.	US
1069	Tap dancing like there's no tomorrow.	US
1070	Stephen Hawking talking dirty.	US
1071	Object permanence.	US
1072	The milkman.	US
1073	Braiding three penises into a Twizzler.	US
1074	My black ass.	US
1075	Kanye West.	US
1076	Poverty.	US
1077	Judging everyone.	US
1078	PTSD.	US
1079	Wondering if it's possible to get some of that salsa to go.	US
1080	Bitches.	US
1081	An icy handjob from an Edmonton hooker.	CA
1082	An Evening with Michael Bubl&eacute;.	CA
1083	Getting a DUI on a Zamboni.	CA
1084	The Royal Canadian Mounted Police.	CA
1085	Oestrogen.	CA
1086	Heritage minutes.	CA
1087	An endless stream of diarrhoea.	CA
1088	A hairless little shitstain named Caillou.	CA
1089	A despondent Maple Leafs fan sitting all alone.	CA
1090	Apologizing.	CA
1091	Syrupy sex with a maple tree.	CA
1092	An M16 assault rifle.	CA
1093	Canadian Netflix.	CA
1094	Punching an MP in the face.	CA
1095	Burning down the White House.	CA
1096	Newfies.	CA
1097	A vastly superior healthcare system.	CA
1098	Women of colour.	CA
1099	Living in Yellowknife.	CA
1100	A fuck-tonne of almonds.	CA
1101	Clubbing baby seals.	CA
1102	The only gay person in a hundred kilometers.	CA
1103	The Official Languages Act. La Loi sur les langues officielles.	CA
1104	Terry Fox's prosthetic leg.	CA
1105	Mr. Dressup.	CA
1106	Justin Trudeau.	CA
1107	Germans on holiday.	UK
1108	Sitting on my face.	UK
1109	The Hillsborough Disaster.	UK
1110	Queen Elizabeth's immaculate anus.	UK
1111	Druids.	UK
1112	The way James Bond treats women.	UK
1113	Blowing up Parliament.	UK
1114	A white van man.	UK
1115	Wanking into a pool of children's tears.	UK
1116	Benedict Cumberbatch.	UK
1117	Shitting out a perfect Cumberland sausage.	UK
1118	Shutting up so I can watch the match.	UK
1119	Faffing about.	UK
1120	Blood, toil, tears, and sweat.	UK
1121	Dirty nappies.	UK
1122	Catapult.	UK
1123	Your mum.	UK
1124	Dogging.	UK
1125	Concealing an erection.	UK
1126	Polish people.	UK
1127	Waking up in Idris Elba's arms.	UK
1128	A bleached arsehole.	UK
1129	Braiding three penises into a Curly Wurly.	UK
1130	Kissing nan on the forehead and turning off her life support.	UK
1131	However much weed &pound;20 can buy.	UK
1132	A Chelsea smile.	UK
1133	The EDL.	UK
1134	Being marginalised.	UK
1135	Ecstasy.	UK
1136	England.	UK
1137	The Black Death.	UK
1138	Jehovah's Witnesses.	UK
1139	Egging an MP.	UK
1140	The Scouts.	UK
1141	The end of days.	UK
1142	The North.	UK
1143	Maureen of Blackpool, Reader's Wife of the Year 1988.	UK
1144	Spaniards.	UK
1145	Forced sterilisation.	UK
1146	Some bloody peace and quiet.	UK
1147	A brain tumour.	UK
1148	Pikies.	UK
1149	An entrenched class system.	UK
1150	Just touching David Beckham's hair.	UK
1151	Used knickers.	UK
1152	A hen night in Slough.	UK
1153	Waking up half-naked in a Little Chef car park.	UK
1154	Paedophiles.	UK
1155	Haggis.	UK
1156	Anything that comes out of Prince Philip's mouth.	UK
1157	The bloody Welsh.	UK
1158	Mad cow disease.	UK
1159	The sudden appearance of the Go Compare man.	UK
1160	The smell of Primark.	UK
1161	Theresa May.	UK
1162	My mate Dave.	UK
1163	Cottaging.	UK
1164	Not wearing trousers.	UK
1165	A nice cup of tea.	UK
1166	Jimmy Savile.	UK
1167	Drinking out of the toilet and eating rubbish.	UK
1168	A posh wank.	UK
1169	A foul mouth.	UK
1170	Trench foot.	UK
1171	An AK-47 assault rifle.	UK
1172	A foetus.	UK
1173	Cheeky bum sex.	UK
1174	The <i>Strictly Come Dancing</i> season finale.	UK
1175	Bogies.	UK
1176	The Daily Mail.	UK
1177	A fanny fart.	UK
1178	Tories.	UK
1179	Perfunctory foreplay.	UK
1180	Slapping Nigel Farage over and over.	UK
1181	Madeleine McCann.	UK
1182	400 years of colonial atrocities.	UK
1183	Queuing.	UK
1184	Passive-aggressive Post-it notes.	UK
1185	LYNX&reg; Body Spray.	UK
1186	9 oz. of sweet Mexican black-tar heroin.	UK
1187	Crumbs all over the bloody carpet.	UK
1188	Chivalry.	UK
1189	Amputees.	UK
1190	A bit of slap and tickle.	UK
1191	Seeing Granny naked.	UK
1192	Sniffing glue.	UK
1193	The petty troubles of the landed gentry.	UK
1194	Lads.	UK
1195	The French.	UK
1196	Ed Balls.	UK
1197	A vindaloo poo.	UK
1198	Scousers.	UK
1199	Getting naked and watching CBeebies.	UK
1200	Rubbing Boris Johnson's belly until he falls asleep.	UK
1201	A sober Irishman who doesn't care for potatoes.	UK
1202	Daddies&reg; Brown Sauce.	UK
1203	Brexit.	UK
1204	Knife crime.	UK
1205	Getting married, having a few kids, buying some stuff, retiring to the south of France, and dying.	UK
1206	Africa children.	UK
1207	Somali pirates.	UK
1208	Hooning.	AU
1209	Waking up half-naked in a Macca's car park.	AU
1210	Half a kilo of pure China White heroin.	AU
1211	100% Pure New Zealand.	AU
1212	Pauline Hanson.	AU
1213	Skippy the Bush Kangaroo.	AU
1214	A slab of VB and a pack of durries.	AU
1215	Winking at old people.	AU
1216	Getting married, having a few kids, buying some stuff, retiring to Queensland, and dying.	AU
1217	Fiery poos.	AU
1218	Having a Golden Gaytime.	AU
1219	Total control of the media.	AU
1220	All four prongs of an echidna's penis.	AU
1221	The White Australia Policy.	AU
1222	Making up for centuries of oppression with one day of apologising.	AU
1223	Glassing a wanker.	AU
1224	Dropping a baby down the dunny.	AU
1225	A sick burnout.	AU
1226	Rupert Murdoch.	AU
1227	Women in yoghurt commercials.	AU
1228	Tony Abbott in budgie smugglers.	AU
1229	Contagious face cancer.	AU
1230	Mr. Squiggle, the Man from the Moon.	AU
1231	Taking a sheep-wife.	AU
1232	Crazy hot cousin sex.	AU
1233	Getting so angry that you pop a stiffy.	AU
1234	Nothing but sand.	AU
1235	A cute, fuzzy koala with chlamydia.	AU
1236	Profound respect and appreciation for indigenous culture.	AU
1237	John Howard's eyebrows.	AU
1238	Selling ice to children.	AU
1239	A sick wombat.	AU
1240	A Halal Snack Pack.	AU
1241	Braiding three penises into a licorice twist.	AU
1242	The cool, refreshing taste of Coca-Cola.&reg;	AU
1243	Getting naked and watching <i>Play School.</i>	AU
1244	Women's undies.	AU
1245	Nippers.	AU
1246	Summoning Harold Holt from the sea in a time of great need.	AU
1247	A didgeridildo.	AU
1248	A five-litre goon bag.	AU
1249	Vegemite.&trade;	AU
1250	Good-natured, fun-loving Aussie racism.	AU
1251	A fair go.	AU
1252	Cashed-up bogans.	AU
1253	Inserting a jam jar into my anus.	AU
1254	Doin' it up the bum.	AU
1255	A stingray barb through the chest.	AU
1256	Pingers.	AU
1257	The bush.	AU
1258	Sorry, this content cannot be viewed in your region.	AU
1259	A shark!	AU
1260	Americanization.	AU
1261	Having a shag in the back of a ute.	AU
1262	Australia.	AU
1263	Massive, widespread drought.	AU
1264	Millions of cane toads.	AU
1265	Alcohol poisoning.	AU
1266	Xenophobia.	AU
1267	Ice.	AU
1268	A decent fucking Internet connection.	AU
1269	What's left of the Great Barrier Reef.	AU
1270	The Hemsworth brothers.	AU
1271	A literal tornado of fire.	AU
1272	The Great Emu War.	AU
1273	Chundering into a kangaroo's pouch.	AU
1274	The big fucking hole in the ozone layer.	AU
1275	My cheating prick of a husband.	AU
1276	Denying climate change.	AU
1277	Whiskas&reg; Catmilk.	AU
1278	Steve Irwin.	AU
1279	Chunks of dead backpacker.	AU
1280	The inevitable heath death of the universe.	AU
1281	A six-point plan to stop the boats.	AU
1282	Whoever the Prime Minister is these days.	AU
1283	An ass disaster.	INTL
1284	Disco fever.	INTL
1285	Words.	INTL
1286	Spending lots of money.	INTL
1287	Mooing.	INTL
1288	A cat video so cute that your eyes roll back and your spine slides out of your anus.	INTL
1289	Michael Jackson.	INTL
1290	Horrifying laser hair removal accidents.	INTL
1291	Dying alone and in pain.	INTL
1292	Shitting out a screaming face.	INTL
1293	Literally eating shit.	INTL
1294	A monkey smoking a cigar.	INTL
1295	Rich people.	INTL
1296	An evil man in evil clothes.	INTL
1297	A low standard of living.	INTL
1298	Wearing an octopus for a hat.	INTL
1299	Whining like a little bitch.	INTL
1300	Not having sex,	INTL
1301	A fat bald man from the Internet.	INTL
1302	Basic human decency.	INTL
1303	How awesome it is to be white.	INTL
1304	Nothing.	INTL
1305	Doing it in the butt.	INTL
1306	Moral ambiguity.	INTL
1307	Dining with cardboard cutouts of the cast of <i>Friends.</i>	INTL
1308	A big black dick.	INTL
1309	The arrival of pizza.	INTL
1310	An unstoppable wave of fire ants.	INTL
1311	Extremely tight jeans.	INTL
1312	A web of lies.	INTL
1313	Ominous background music.	INTL
1314	My machete.	INTL
1315	Multiple orgasms.	INTL
1316	Daddy's belt.	INTL
1317	Eating a hard boiled out of my husband's asshole.	INTL
1318	Friendly fire.	INTL
1319	The boners of the elderly.	INTL
1320	The hiccups.	INTL
1321	The crazy, ball-slapping sex your parents are having right now.	INTL
1322	Going around punching people.	INTL
1323	Letting everyone down.	INTL
1324	Nunchuck moves.	INTL
1325	The prunes I've been saving for you in my armpits.	INTL
1326	A PowerPoint presentation.	INTL
1327	The entire Internet.	INTL
1328	An AK-47.	INTL
1329	Walking in on Dad peeing into Mom's mouth.	INTL
1330	Dad's funny balls.	INTL
1331	Flying robots that kill people.	INTL
1332	Weapons-grade plutonium.	INTL
1333	Sexy pillow fights.	INTL
1334	Being white.	INTL
1335	A slightly shittier parallel universe.	INTL
1336	Having sex on top of a pizza.	INTL
1337	Power.	INTL
1338	Scrotum tickling.	INTL
1339	An army of skeletons.	INTL
1340	Actually getting shot, for real.	INTL
1341	A cop who is also a dog.	INTL
1342	A vagina that leads to another dimension.	INTL
1343	A man in yoga pants with a ponytail and feather earrings.	INTL
1344	Converting to Islam.	INTL
1345	Me.	INTL
1346	Tom Cruise.	INTL
1347	Intimacy problems.	INTL
1348	Leveling up.	INTL
1349	That ass.	INTL
1350	Kim Jong-un.	INTL
1351	The Dalai Lama.	INTL
1352	Ripping open a man's chest and pulling out his still-beating heart.	INTL
1353	A sad fat dragon with no friends.	INTL
1354	A surprising amount of hair.	INTL
1355	Some really fucked-up shit.	INTL
1356	Robert Downey Jr.	INTL
1357	Ryan Gosling riding in on a white horse.	INTL
1358	Sexual humiliation.	INTL
1359	Fisting.	INTL
1360	The human body.	INTL
1361	A defective condom.	INTL
1362	My father, who died when I was seven.	INTL
1363	The economy.	INTL
1364	Deflowering the princess.	INTL
1365	A Chinese tourist who wants something very badly but cannot communicate it.	INTL
1366	Graphic violence, adult language, and some sexual content.	INTL
1367	Self-flagellation.	INTL
1368	Shutting the fuck up.	INTL
1369	FIlling my son with spaghetti.	INTL
1370	The baby that ruined my pussy.	INTL
1371	Buying the right clothes to be cool.	INTL
1372	Being black.	INTL
1373	All of this blood.	INTL
1374	Edible underwear.	INTL
1375	An oversized lollipop,	INTL
1376	Stockholm Syndrome.	INTL
1377	The World of Warcraft.	INTL
1378	Grave robbing.	INTL
1379	Gandalf.	INTL
1380	Sneezing, farting, and cumming at the same time.	INTL
1381	Running naked through a mall, pissing and shitting everywhere.	INTL
1382	Blood farts.	INTL
1383	Panda sex.	INTL
1384	A thermonuclear detonation.	INTL
1385	Destroying the evidence.	INTL
1386	Vomiting mid-blowjob.	INTL
1387	A pi&ntilde;ata full of scorpions.	INTL
1388	Miley Cyrus.	INTL
1389	A Japanese toaster you can fuck.	INTL
1390	Suicidal thoughts.	INTL
1391	Grandpa's ashes.	INTL
1392	Reverse cowgirl.	INTL
1393	Keanu Reeves.	INTL
1394	LIving in a trashcan.	INTL
1395	My first kill.	INTL
1396	Mom.	INTL
1397	Children on leashes.	INTL
1398	Double penetration.	INTL
1399	Slave.	INTL
1400	White power.	INTL
1401	Indescribable loneliness.	INTL
1402	Tongue.	INTL
1403	Tiny nipples.	INTL
1404	Being fabulous.	INTL
1405	Homeless people.	INTL
1406	My cheating-son-of-a-bitch-husband.	INTL
1407	Screaming like a maniac.	INTL
1408	Heroin.	INTL
1409	Existing.	INTL
1410	The pirate's life.	INTL
1411	One Ring to rule them all.	INTL
1412	The flute.	INTL
1413	Being a busy adult with many important things to do.	INTL
1414	Slapping a racist old lady.	INTL
1415	Genetically engineered super-soldiers.	INTL
1416	Pumping out a baby every nine months.	INTL
1417	A mime having a stroke.	INTL
1418	Women voting.	INTL
1419	Gladiatorial combat.	INTL
1420	Some kind of bird man.	INTL
1421	Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.	INTL
1422	Mild autism.	INTL
1423	Rising from the grave.	INTL
1424	Not contributing to society in any meaningful way.	INTL
1425	Cock.	INTL
1426	Some douche with an acoustic guitar.	INTL
1427	Terrorists.	INTL
1428	Overpowering your father.	INTL
1429	Being a hideous beast that no one could love.	INTL
1430	Samuel L. Jackson.	INTL
1431	Making the penises kiss.	INTL
1432	Being a dinosaur.	INTL
1433	Staring at a painting and going "hmmmmmmm..."	INTL
1434	A sweet spaceships.	INTL
1435	Lady Gaga.	INTL
1436	Tripping balls.	INTL
1437	Eating an albino.	INTL
1438	Our first chimpanzee Prime Minister.	INTL
1439	Sudden Poop Explosion Disease.	INTL
1440	The total collapse of the global financial system.	INTL
1441	Loki, the trickster god.	INTL
1442	Making a friend.	INTL
1443	The Gulags.	INTL
1444	Hipsters.	INTL
1445	Wiping her butt.	INTL
1446	All my friends dying.	INTL
1447	The land of chocolate.	INTL
1448	Jesus.	INTL
1449	Another shot of morphine.	INTL
1450	Bosnian chicken farmers.	INTL
